treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.5492453307660894,0.5627336039594257,0.5629031102696599,-2.752241553655513,0.005918884480506223,-2.652515153680201,-0.4459755078519776,NA,Unadjusted,6,56,70,63,0.2124082112980899,0.07047373768437165,0.6401994517293675
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0794183627181628,0.33453163707916034,0.3343440029005724,-3.228466350087821,0.0012445590005462756,-1.73472056685024,-0.42411615858608565,NA,region- and trial-stratified,1,0,7,3.5,0.33979310451744843,0.17644949923748415,0.6543478693708753
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0535696530727887,0.27494711823563756,0.2752528158129157,-3.8276435064296694,1.2937595519496603e-4,-1.5930552587093405,-0.5140840474362369,NA,region- and trial-stratified,2,7,14,10.5,0.3486908196266639,0.2033035170469279,0.5980481275385388
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.269039031967296,0.2500884960424207,0.2523690271531071,-5.028505463934748,4.943174307906864e-7,-1.7636732360007967,-0.7744048279337952,NA,region- and trial-stratified,3,14,28,21,0.2811016216993498,0.17141406168732723,0.4609780606339034
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.026471969399788,0.410079334749089,0.4137694123015973,-4.897587663929804,9.702035491618162e-7,-2.837445115415223,-1.2154988233843529,NA,region- and trial-stratified,4,28,42,35,0.13179969521469,0.058575127645200765,0.2965620453088069
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.1556915135986623,0.5353049733021689,0.5263931442169661,-4.095211986100906,4.217822774681991e-5,-3.187403117972714,-1.1239799092246103,NA,region- and trial-stratified,5,42,56,49,0.11582306968598961,0.041278928378344654,0.3249838113172348
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.5500356869171192,0.5631121815260267,0.5723378461464167,-2.7082529966410536,0.006763843924183618,-2.671797252353322,-0.42827412148091626,NA,region- and trial-stratified,6,56,70,63,0.21224039948604562,0.06912787336382194,0.6516327637755894
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0638445099422642,0.3346941576987489,0.3357911444882529,-3.1681732154180766,0.0015340009461480128,-1.7219830594667251,-0.40570596041780316,NA,Demographic adjustment,1,0,7,3.5,0.34512641459764404,0.1787114009501216,0.6665061177953002
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0344372531472685,0.27527304512371414,0.27588571977965876,-3.7495135811068474,1.7717790182639667e-4,-1.5751633277643093,-0.49371117853022783,NA,Demographic adjustment,2,7,14,10.5,0.35542633971063586,0.2069737453612902,0.610357041853711
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.245185015642117,0.2509316422839988,0.25352988936203646,-4.911393361845449,9.043146428878042e-7,-1.7420944677961328,-0.748275563488101,NA,Demographic adjustment,3,14,28,21,0.2878876394866789,0.17515316350773918,0.4731818216092337
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.015027761785435,0.4116313080325402,0.4179341064987036,-4.821400623812657,1.4255373344922395e-6,-2.834163558433821,-1.195891965137049,NA,Demographic adjustment,4,28,42,35,0.13331670220489267,0.058767660996065764,0.30243407318827753
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.13782132337841,0.5363965789351348,0.5236542033501921,-4.082505801922779,4.45526994057092e-5,-3.1641647022978,-1.1114779444590202,NA,Demographic adjustment,5,42,56,49,0.1179114543126945,0.04224941792073847,0.32907225098857956
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.54017752622579,0.5641936311696779,0.5809688562688343,-2.6510500685308624,0.008024194521204089,-2.6788555606521323,-0.40149949179944766,NA,Demographic adjustment,6,56,70,63,0.21434304653713135,0.06864166544284081,0.6693156598462255
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0440500123690053,0.33478744477600314,0.3357341092288173,-3.109752580002052,0.001872441172125779,-1.7020767748391237,-0.3860232498988869,NA,Full adjustment,1,0,7,3.5,0.3520260810034643,0.18230452519032853,0.6797547212680589
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0168957116704522,0.275403634825915,0.2769858203491704,-3.671291585932254,2.4132782497916758e-4,-1.5597779437831076,-0.4740134795577967,NA,Full adjustment,2,7,14,10.5,0.3617160700924901,0.21018273840294763,0.6224988615017509
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.218778793767775,0.25119115952045956,0.2538600278269019,-4.800987395301227,1.5788520776663493e-6,-1.7163353054228385,-0.7212222821127114,NA,Full adjustment,3,14,28,21,0.29559092407841087,0.17972357455084867,0.4861576708335966
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.963042514867429,0.4118019623113661,0.41678673212607426,-4.709944831625846,2.477838525536703e-6,-2.7799294990686776,-1.1461555306661806,NA,Full adjustment,4,28,42,35,0.14043050837642476,0.06204288130408741,0.3178564126673126
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.0913488821755344,0.5364086663532271,0.5232099652329566,-3.9971503242381323,6.410959184539765e-5,-3.116821570384583,-1.0658761939664858,NA,Full adjustment,5,42,56,49,0.12352040891735934,0.04429774215504828,0.34442593858867604
pfizer,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.4724320944487446,0.56433987170705735,0.5827919280173934,-2.5265142217357544,0.011520072407677448,-2.614683283843495,-0.3301809050539941,NA,Full adjustment,6,56,70,63,0.22936696415383628,0.07319096578688385,0.7187936882583813
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.9272074129244846,0.22503923789035485,0.22516099690230412,-4.117975251845211,3.822157297595451e-5,-1.3685148575761352,-0.48589996827283394,NA,Unadjusted,1,0,7,3.5,0.39565707586884163,0.2544846249526687,0.6151433380865261
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.160122228643938,0.18660408140535414,0.1871751330592971,-6.198057453905543,5.716427544900976e-10,-1.5269787482416528,-0.7932657090462234,NA,Unadjusted,2,7,14,10.5,0.3134478662334442,0.21719086534233983,0.4523650876911261
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.1506442908795953,0.21911346903595608,0.21922957714418326,-9.810009757329214,1.0195870114810053e-22,-2.5803263664281397,-1.7209622153310509,NA,Unadjusted,3,14,28,21,0.11640913226474699,0.07574927796690345,0.17889393058706288
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.427891150715778,0.35440872211816676,0.3543985458498979,-6.850736774027532,7.347059716699183e-12,-3.122499536754945,-1.7332827646766111,NA,Unadjusted,4,28,42,35,0.08822268489212672,0.0440469337793937,0.1767033811832933
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.6633358153224913,0.7416265326194532,0.7426114575789113,-3.586445897300851,3.3521557323847647e-4,-4.118827526683951,-1.2078441039610313,NA,Unadjusted,5,42,56,49,0.0697152761425446,0.016263571871645947,0.2988408552554558
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.5558587862672713,0.8017876299281362,0.8013712512194135,-1.9414956350128423,0.052198188363682445,-3.1265175769031215,0.014800004368578756,NA,Unadjusted,6,56,70,63,0.21100809395462464,0.04387030651641297,1.0149100667374182
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.9134625675452559,0.22508901519513833,0.22478119279631523,-4.063785569342481,4.828318559541962e-5,-1.354025609827988,-0.47289952526252393,NA,region- and trial-stratified,1,0,7,3.5,0.40113286694339484,0.25819875825246885,0.6231926831533812
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.1224501176220696,0.18676211225067496,0.18779475784615596,-5.977004526087976,2.272778868724936e-9,-1.4905210794859558,-0.7543791557581833,NA,region- and trial-stratified,2,7,14,10.5,0.3254813492904255,0.22525524906365132,0.4703025087152602
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.1284304270616823,0.21965756956959243,0.21960651343407456,-9.692018664558567,3.2602012006122067e-22,-2.5588512841628797,-1.6980095699604847,NA,region- and trial-stratified,3,14,28,21,0.11902396411087356,0.07739359264612732,0.18304750494581679
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.4061618427801625,0.3555353530596679,0.35733773432007826,-6.733578941385716,1.6553978011235293e-11,-3.106530932364658,-1.705792753195667,NA,region- and trial-stratified,4,28,42,35,0.09016068219555701,0.04475594775509871,0.1816283426383739
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.705855671735543,0.7436083038687835,0.7630297720030087,-3.546199337192931,3.9083044655014587e-4,-4.201366543993249,-1.2103447994778374,NA,region- and trial-stratified,5,42,56,49,0.06681312927391102,0.01497509870036121,0.29809447888745255
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.5419150680839062,0.8027462416850754,0.7908578817919196,-1.9496740230877476,0.05121498439029756,-3.0919680332857036,0.008137897117891368,NA,region- and trial-stratified,6,56,70,63,0.21397093989083119,0.045412493104072124,1.008171099808222
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8982504798700851,0.2253077748701587,0.22464619546982814,-3.9985118732657443,6.374198402736702e-5,-1.3385489322548931,-0.457952027485277,NA,Demographic adjustment,1,0,7,3.5,0.4072815841259601,0.26222590018839204,0.6325778218283508
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.1044306551118983,0.18714705502731707,0.18910321703075308,-5.8403588921085845,5.208848804606824e-9,-1.4750661498528357,-0.7337951603709609,NA,Demographic adjustment,2,7,14,10.5,0.33139950915645855,0.22876359386663075,0.4800835343283251
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.1100475532508995,0.22039157759049527,0.22188179488910642,-9.509782243763953,1.9106205966029485e-21,-2.5449278800586512,-1.6751672264431476,NA,Demographic adjustment,3,14,28,21,0.12123220131102155,0.07847871165671233,0.18727685922019077
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.393190311135209,0.3564128602784924,0.35934829807205687,-6.659807000547763,2.741873998856809e-11,-3.0975000332622042,-1.6888805890082135,NA,Demographic adjustment,4,28,42,35,0.09133782248858342,0.045161964793501645,0.1847261928284482
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.6915412345286027,0.744439402406281,0.7674592324764042,-3.507080403272567,4.530522345230349e-4,-4.195733689785107,-1.1873487792720983,NA,Demographic adjustment,5,42,56,49,0.06777639950508746,0.015059689267594465,0.3050288919146456
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.5296154584128412,0.8036959812408622,0.8048214610739172,-1.9005649481212787,0.0573590203496326,-3.1070365361026235,0.04780561927694116,NA,Demographic adjustment,6,56,70,63,0.21661895029705183,0.044733324700250036,1.0489667365934536
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8897591913052066,0.22545840520454782,0.22424473468810532,-3.9678041606762524,7.253790292830431e-5,-1.3292707950166327,-0.4502475875937806,NA,Full adjustment,1,0,7,3.5,0.41075465413585377,0.26467018977040324,0.6374703023435543
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.087282315267762,0.18735858007911277,0.18931046985230096,-5.743381843149266,9.280412850854851e-9,-1.4583240180746275,-0.7162406124608964,NA,Full adjustment,2,7,14,10.5,0.3371314668795664,0.23262582487694014,0.48858559027353665
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.077207865125352,0.22055958011280927,0.22221291212093136,-9.347827024538098,8.946683693031416e-21,-2.5127371697821412,-1.6416785604685624,NA,Full adjustment,3,14,28,21,0.12527952163355183,0.08104609842944366,0.19365470818308606
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.337875326449107,0.35645729825323785,0.35928655140038596,-6.506993699977926,7.666962630179604e-11,-3.042064027323462,-1.6336866255747515,NA,Full adjustment,4,28,42,35,0.09653252059265535,0.04773625879850858,0.19520858497320212
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.603836878687121,0.7448240485944418,0.7759917048803664,-3.3554957640797864,7.922286975019021e-4,-4.124752672554473,-1.0829210848197688,NA,Full adjustment,5,42,56,49,0.07398914552087964,0.016167492758401382,0.33860498573999076
pfizer,covidemergency,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.4407875905651035,0.8041358323781771,0.7999319718318457,-1.8011376483248909,0.07168118703372049,-3.0086254454376298,0.12705026430742272,NA,Full adjustment,6,56,70,63,0.2367412300784987,0.0493594794495873,1.135474090165861
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0746681193264864,0.18128723266039726,0.1812397930072376,-5.9295373355649925,3.0378943420500795e-9,-1.4298915861861663,-0.7194446524668064,NA,Unadjusted,1,0,7,3.5,0.3414110442280545,0.23933486804311552,0.48702264769833853
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0031312866311601,0.1532514565749046,0.15330540181939595,-6.5433525154770225,6.015480700151976e-11,-1.3036043528326173,-0.7026582204297029,NA,Unadjusted,2,7,14,10.5,0.36672930683531013,0.2715512604480514,0.4952670235078341
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6855551539694125,0.15729317939345397,0.1575127052999512,-10.701074245151286,1.0060504379535908e-26,-1.994274383464788,-1.376835924474037,NA,Unadjusted,3,14,28,21,0.18534151031478724,0.1361123837389003,0.25237582725508384
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.5406702164538104,0.290589649358984,0.2906113667988415,-8.742501177569007,2.280055033521887e-18,-3.1102580288774986,-1.971082404030122,NA,Unadjusted,4,28,42,35,0.07881355994092873,0.044589448490446326,0.13930598921610907
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.0569897932434786,0.31091277871476053,0.31091796515428777,-6.615860206799991,3.693973270888121e-11,-2.666377807092362,-1.4476017793945952,NA,Unadjusted,5,42,56,49,0.1278382107281751,0.06950352508206661,0.23513351449274975
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.615892162971145,0.3726794184885986,0.3726310649942431,-4.336439751731675,1.4480909476098131e-5,-2.346235629880665,-0.8855486960616246,NA,Unadjusted,6,56,70,63,0.1987133066798006,0.09572884360229408,0.4124877807536183
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0640523290834687,0.1812897574295904,0.1812262885243517,-5.87140164789332,4.3212592820611154e-9,-1.4192493276430624,-0.708855330523875,NA,region- and trial-stratified,1,0,7,3.5,0.34505469817483614,0.2418955330488603,0.49220728978272565
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.9780393894966964,0.15327971446075367,0.15322089446980663,-6.38319853751687,1.734268221324961e-10,-1.2783468243365297,-0.6777319546568632,NA,region- and trial-stratified,2,7,14,10.5,0.3760476595521926,0.2784973250978437,0.507767326687967
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6243897570501702,0.15744884387243757,0.15613993908145304,-10.40342251064143,2.391847238425369e-25,-1.9304184141980962,-1.3183610999022441,NA,region- and trial-stratified,3,14,28,21,0.197031875837791,0.14508747912035777,0.2675734689962746
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.4851229954026333,0.29098991766349847,0.2919145048897276,-8.513187778529208,1.6921571108108267e-17,-3.0572649115513406,-1.912981079253926,NA,region- and trial-stratified,4,28,42,35,0.08331530648219933,0.047016112750166136,0.14763960455659486
pfizer,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.0308778136732535,0.3114248752249101,0.3097111426464129,-6.557328859142276,5.478012105077157e-11,-2.63790049887097,-1.423855128475537,NA,region- and trial-stratified,5,42,56,49,0.1312202836181847,0.07151125000936226,0.24078397218035696
