treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,fup_period,n_0,n_1,yearsatrisk_0,yearsatrisk_1,events_0,events_1,rate_0,rate_1,rr,rrE,rrCI,rrECI,q_0,q_1
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,202896,205968,9007.674195756332,9252.862422997947,72,12,0.007660134958312221,7.565226499641379e-4,0.09876100800850963,0.1,(0.04-0.21),0.10 (0.04-0.21),"72 /  9,008","12 /  9,253"
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,1639440,1639440,89909.00752908966,90329.09787816564,234,24,0.0025915089756119694,2.656951144621282e-4,0.10252525341896061,0.1,(0.06-0.16),0.10 (0.06-0.16),"234 / 89,909","24 / 90,329"
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,2712984,2712984,45805.84531143053,45804.52840520192,12,6,2.4014402365488114e-4,2.1831902539278893e-5,0.09091170459713059,0.09,(0.00-0.63),0.09 (0.00-0.63),"12 / 45,806","6 / 45,805"
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,1941060,1941234,31855.2772073922,31865.22929500342,30,12,7.847993234288543e-4,2.8243951790459047e-4,0.35988756548691764,0.36,(0.15-0.80),0.36 (0.15-0.80),"30 / 31,855","12 / 31,865"
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,1331256,1332234,33649.218343600274,33711.56194387406,102,24,0.0028826821178878402,5.932682690080554e-4,0.20580426309465813,0.21,(0.12-0.34),0.21 (0.12-0.34),"102 / 33,649","24 / 33,712"
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,497100,499314,12997.100616016427,13094.590006844626,84,12,0.006232159186348306,5.3457191071588e-4,0.0857763569144499,0.09,(0.03-0.18),0.09 (0.03-0.18),"84 / 12,997","12 / 13,095"
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,202956,205728,7247.882272416154,7421.322381930185,72,6,0.009933936189059826,4.042406252697704e-4,0.04069289530115543,0.04,(0.01-0.12),0.04 (0.01-0.12),"72 /  7,248","6 /  7,421"
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,2712984,2712984,131555.32375085558,131897.2320328542,288,42,0.0021739903171204044,3.032664096395626e-4,0.13949758987025263,0.14,(0.10-0.19),0.14 (0.10-0.19),"288 /131,555","42 /131,897"
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,1639440,1639440,27776.57221081451,27776.991101984942,450,66,0.016164701554685957,0.002304065251884916,0.14253682594077924,0.14,(0.11-0.19),0.14 (0.11-0.19),"450 / 27,777","66 / 27,777"
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,1191072,1191342,19789.35523613963,19800.503764544832,468,102,0.023396416632840176,0.005151384086633351,0.2201783361731837,0.22,(0.18-0.27),0.22 (0.18-0.27),"468 / 19,789","102 / 19,801"
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,837426,838428,22290.52977412731,22352.101300479124,738,174,0.0328839200964526,0.00773976449347479,0.2353662358615732,0.24,(0.20-0.28),0.24 (0.20-0.28),"738 / 22,291","174 / 22,352"
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,380340,382578,11044.876112251883,11146.639288158794,636,108,0.05722110357570546,0.009330166457479288,0.1630546402366246,0.16,(0.13-0.20),0.16 (0.13-0.20),"636 / 11,045","108 / 11,147"
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,202896,205968,9007.674195756332,9252.862422997947,714,108,0.07915472790255962,0.011131690420900885,0.14063203444529712,0.14,(0.11-0.17),0.14 (0.11-0.17),"714 /  9,008","108 /  9,253"
pfizer,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,1639440,1639440,89909.00752908966,90329.09787816564,2994,546,0.033255844794333855,0.006044563854013416,0.1817594438329617,0.18,(0.17-0.20),0.18 (0.17-0.20),"2,994 / 89,909","546 / 90,329"
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,2712984,2712984,45805.84531143053,45804.52840520192,438,102,0.009496604571806663,0.0021395264488493315,0.22529383346139487,0.23,(0.18-0.28),0.23 (0.18-0.28),"438 / 45,806","102 / 45,805"
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,1941060,1941234,31855.2772073922,31865.22929500342,426,144,0.013310196525353368,0.004362121443193119,0.32772780138025126,0.33,(0.27-0.40),0.33 (0.27-0.40),"426 / 31,855","144 / 31,865"
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,1331256,1332234,33649.218343600274,33711.56194387406,786,192,0.023358640666596313,0.0056063851421261236,0.24001333049073587,0.24,(0.20-0.28),0.24 (0.20-0.28),"786 / 33,649","192 / 33,712"
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,497100,499314,12997.100616016427,13094.590006844626,588,120,0.04524085927867659,0.00908772248216996,0.20087422359047197,0.2,(0.16-0.25),0.20 (0.16-0.25),"588 / 12,997","120 / 13,095"
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,202956,205728,7247.882272416154,7421.322381930185,564,120,0.07726394813713199,0.0154958906353412,0.20055784112712316,0.2,(0.16-0.25),0.20 (0.16-0.25),"564 /  7,248","120 /  7,421"
pfizer,noncoviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,2712984,2712984,131555.32375085558,131897.2320328542,2796,660,0.021230611733277237,0.005003895759052783,0.23569249072600146,0.24,(0.22-0.26),0.24 (0.22-0.26),"2,796 /131,555","660 /131,897"
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3640.3477070499657,3647.6741957563313,1776,1278,0.4864919899190531,0.3492636490074029,0.7179227124901204,0.72,(0.67-0.77),0.72 (0.67-0.77),"1,776 /  3,640","1,278 /  3,648"
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,150852,151614,2536.7583846680354,2562.039698836413,1938,870,0.7623903055525276,0.3395731925602569,0.44540596868444937,0.45,(0.41-0.48),0.45 (0.41-0.48),"1,938 /  2,537","870 /  2,562"
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,110970,113172,2357.3004791238877,2413.6618754277893,2058,822,0.8709114591802128,0.3397327555893329,0.3900887420968403,0.39,(0.36-0.42),0.39 (0.36-0.42),"2,058 /  2,357","822 /  2,414"
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,30576,31656,673.9192334017796,702.9678302532512,588,354,0.8725081150035141,0.49788907107443164,0.5706411923428659,0.57,(0.50-0.65),0.57 (0.50-0.65),588 /    674,354 /    703
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7158,7572,107.29911019849418,114.47227926078028,96,72,0.8574162435252992,0.6115017579105977,0.7131912446589362,0.71,(0.52-0.98),0.71 (0.52-0.98),96 /    107,72 /    114
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9315.624914442164,9440.815879534566,6438,3384,0.6910969536803768,0.35844359673783105,0.5186589158423732,0.52,(0.50-0.54),0.52 (0.50-0.54),"6,438 /  9,316","3,384 /  9,441"
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,16992.741957563314,17020.454483230664,7236,5592,0.4257111664536407,0.32836960995997727,0.7713436617024614,0.77,(0.74-0.80),0.77 (0.74-0.80),"7,236 / 16,993","5,592 / 17,020"
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,683148,685974,10892.317590691307,10983.148528405201,6552,3516,0.6010658379622659,0.31994468534336096,0.5322955741887408,0.53,(0.51-0.55),0.53 (0.51-0.55),"6,552 / 10,892","3,516 / 10,983"
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,444900,453000,9736.405201916496,10044.835044490075,8502,3126,0.872909438724579,0.31090605133561344,0.35617217267106527,0.36,(0.34-0.37),0.36 (0.34-0.37),"8,502 /  9,736","3,126 / 10,045"
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,105720,111756,2052.8815879534563,2186.072553045859,1968,960,0.956703986983456,0.43685649804687254,0.4566266096834265,0.46,(0.42-0.49),0.46 (0.42-0.49),"1,968 /  2,053","960 /  2,186"
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,17358,18540,269.89185489390826,288.41341546885695,204,144,0.7521531173284101,0.4819470681488091,0.6407565920362704,0.64,(0.51-0.80),0.64 (0.51-0.80),204 /    270,144 /    288
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,39944.23819301848,40522.924024640655,24450,13320,0.6120281949518539,0.32870283476830414,0.537071392265126,0.54,(0.53-0.55),0.54 (0.53-0.55),"24,450 / 39,944","13,320 / 40,523"
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3654.7679671457904,3654.937713894593,6,6,8.208455439492278e-4,5.472049475417351e-4,0.666635704579742,0.67,(0.06-5.82),0.67 (0.06-5.82),"6 /  3,655","6 /  3,655"
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,152610,152652,2586.039698836413,2587.4934976043805,12,6,0.0034802249957916515,0.001159423203489221,0.33314604799724606,0.33,(0.06-1.33),0.33 (0.06-1.33),"12 /  2,586","6 /  2,587"
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,114642,114762,2436.4462696783025,2442.1492128678988,12,6,0.004104338406494126,4.094753894360394e-4,0.09976647851165084,0.1,(0.00-0.70),0.10 (0.00-0.70),"12 /  2,436","6 /  2,442"
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,31848,32016,707.1047227926078,712.2573579739905,12,0,0.012727959112556626,0,0,0,(NA-0.50),0.00 (NA-0.50),12 /    707,0 /    712
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7614,7716,113.98220396988364,116.43258042436688,6,0,0.017546598770176787,0,0,0,(NA-5.21),0.00 (NA-5.21),6 /    114,0 /    116
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9498.340862422998,9513.27036276523,36,6,0.0034742909817601347,6.306979378494164e-4,0.18153284833094038,0.18,(0.06-0.44),0.18 (0.06-0.44),"36 /  9,498","6 /  9,513"
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,17053.3826146475,17053.615331964407,30,18,0.0017005423882937632,0.0010554946648914814,0.6206811851073648,0.62,(0.32-1.16),0.62 (0.32-1.16),"30 / 17,053","18 / 17,054"
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,690318,690438,11082.004106776181,11086.078028747434,36,12,0.003158273509265257,9.922354841338638e-4,0.31417022028744374,0.31,(0.14-0.63),0.31 (0.14-0.63),"36 / 11,082","12 / 11,086"
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,458514,458868,10157.779603011635,10175.830253251197,54,12,0.0053161224313224694,6.879045567572716e-4,0.12939968287866246,0.13,(0.05-0.29),0.13 (0.05-0.29),"54 / 10,158","12 / 10,176"
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,112800,113268,2202.5954825462013,2216.966461327858,24,0,0.0090801965946466,0,0,0,(NA-0.20),0.00 (NA-0.20),"24 /  2,203","0 /  2,217"
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,18594,18828,287.1074606433949,292.35592060232716,12,6,0.02438111494669388,0.0034204882799696583,0.1402925291746546,0.14,(0.00-1.09),0.14 (0.00-1.09),12 /    287,6 /    292
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,40782.86926762491,40824.84599589322,150,42,0.003555414383634524,9.063108285508785e-4,0.2549100416318848,0.25,(0.17-0.37),0.25 (0.17-0.37),"150 / 40,783","42 / 40,825"
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3654.7679671457904,3654.943189596167,6,0,5.472303626328185e-4,0,0,0,(NA-5.32),0.00 (NA-5.32),"6 /  3,655","0 /  3,655"
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,152610,152652,2586.091718001369,2587.523613963039,6,6,3.866838879066665e-4,3.864699029619307e-4,0.9994466153066418,1,(0.01-78.45),1.00 (0.01-78.45),"6 /  2,586","6 /  2,588"
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,114648,114762,2436.700889801506,2442.2039698836415,6,0,4.1039095285981536e-4,0,0,0,(NA-38.91),0.00 (NA-38.91),"6 /  2,437","0 /  2,442"
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,31854,32016,707.2908966461328,712.2655715263518,6,0,0.00424153628192523,0,0,0,(NA-2.40),0.00 (NA-2.40),6 /    707,0 /    712
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7620,7716,114.03969883641342,116.43258042436688,6,0,0.008768876191390775,0,0,0,(NA-38.20),0.00 (NA-38.20),6 /    114,0 /    116
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9498.891170431212,9513.368925393566,12,6,8.422035642331537e-4,1.0511523392420421e-4,0.12480977092505435,0.12,(0.00-0.93),0.12 (0.00-0.93),"12 /  9,499","6 /  9,513"
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,17053.51676933607,17053.697467488022,18,6,7.623061082260347e-4,2.931915503680206e-4,0.3846113092945139,0.38,(0.11-1.15),0.38 (0.11-1.15),"18 / 17,054","6 / 17,054"
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,690330,690450,11082.485968514717,11086.332648870637,12,6,9.023246253963187e-4,2.706034623907492e-4,0.29989590749769773,0.3,(0.05-1.16),0.30 (0.05-1.16),"12 / 11,082","6 / 11,086"
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,458550,458880,10159.263518138261,10176.257357973991,12,0,0.001181187984599012,0,0,0,(NA-0.36),0.00 (NA-0.36),"12 / 10,159","0 / 10,176"
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,112842,113280,2203.811088295688,2217.141683778234,6,0,0.0018150376051939145,0,0,0,(NA-1.51),0.00 (NA-1.51),"6 /  2,204","0 /  2,217"
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,18612,18828,287.53456536618756,292.36413415468854,0,6,0,0.0034203921862416423,Inf,Inf,(0.03-NA),Inf (0.03-NA),0 /    288,6 /    292
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,All,1036776,1036776,40786.61190965092,40825.793292265575,42,12,9.561961186281282e-4,2.2044887004571802e-4,0.23054775662758387,0.23,(0.10-0.48),0.23 (0.10-0.48),"42 / 40,787","12 / 40,826"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,0-6,220596,220596,3654.6009582477755,3654.896646132786,18,12,0.004925298330964765,0.002188844384550444,0.44440848806851757,0.44,(0.17-1.07),0.44 (0.17-1.07),"18 /  3,655","12 /  3,655"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,7-13,152598,152646,2585.6399726214922,2587.3839835728954,24,6,0.0077350289335613425,0.0015459630365634543,0.19986519117668847,0.2,(0.05-0.60),0.20 (0.05-0.60),"24 /  2,586","6 /  2,587"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,14-27,114618,114756,2435.3264887063656,2441.965776865161,36,6,0.013550544517556433,0.0020475307423917623,0.15110320767840207,0.15,(0.05-0.39),0.15 (0.05-0.39),"36 /  2,435","6 /  2,442"
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,28-41,31818,32010,706.2094455852156,712.1396303901438,18,6,0.02407217873716286,0.002808438000991892,0.11666737903770207,0.12,(0.01-0.49),0.12 (0.01-0.49),18 /    706,6 /    712
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,42-69,7596,7716,113.50581793292265,116.42984257357973,6,0,0.03524048434560278,0,0,0,(NA-1.48),0.00 (NA-1.48),6 /    114,0 /    116
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,All,220596,220596,9495.282683093772,9512.815879534566,96,24,0.009689021703777688,0.001997305555011921,0.20614109618860532,0.21,(0.12-0.34),0.21 (0.12-0.34),"96 /  9,495","24 /  9,513"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,0-6,1036776,1036776,17052.835044490075,17053.5742642026,108,24,0.006274616491676712,0.0014073296089241972,0.2242893427496361,0.22,(0.14-0.35),0.22 (0.14-0.35),"108 / 17,053","24 / 17,054"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,7-13,690240,690438,11080.03832991102,11085.880903490759,102,30,0.00920574432713349,0.002255120744814056,0.2449688655991885,0.24,(0.15-0.38),0.24 (0.15-0.38),"102 / 11,080","30 / 11,086"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,14-27,458376,458856,10152.383299110199,10175.622176591376,132,18,0.012509377971488808,0.0012775631577502942,0.10212843201813052,0.1,(0.05-0.18),0.10 (0.05-0.18),"132 / 10,152","18 / 10,176"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,28-41,112686,113268,2199.6769336071184,2216.867898699521,42,6,0.019093712971352896,0.0013532606077971028,0.07087467009834372,0.07,(0.01-0.22),0.07 (0.01-0.22),"42 /  2,200","6 /  2,217"
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,42-69,18558,18828,286.5653661875428,292.3613963039014,12,6,0.038385657507547674,0.003420424216884394,0.08910682892983779,0.09,(0.00-0.61),0.09 (0.00-0.61),12 /    287,6 /    292
