treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,period,model,model_descr,term_left,term_right,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-0.6659999562063121,0.02278034655723787,0.022779360084320386,-29.236991458102324,6.571684361371908e-188,-0.7106466815624494,-0.6213532308501749,14,0.5137595337294225,0.49132636300310023,0.5372169669149387,0.4862404662705775,0.4627830330850613,0.5086736369968998
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-0.7654846238290474,0.02291893441357171,0.022913309307872543,-33.40785975276136,1.0541550259257795e-244,-0.8103938848391039,-0.7205753628189908,14,0.4651084736982957,0.44468287787938404,0.48647227736219373,0.5348915263017042,0.5135277226378063,0.5553171221206159
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-0.5274414819347162,0.0621184929359377,0.062104053337852703,-8.49286727011807,2.016004944337037e-17,-0.649163189770862,-0.4057197740985704,49,0.5901128542790359,0.5224828128397156,0.6664969109561498,0.4098871457209641,0.3335030890438502,0.47751718716028435
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,-0.6800615103344283,0.062468405135161324,0.06204364848774371,-10.96101739517736,5.883419277194088e-28,-0.801664826839869,-0.5584581938289876,49,0.5065858311433405,0.4485815315433687,0.5720904367869152,0.49341416885665945,0.4279095632130848,0.5514184684566312
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-0.5985079512860398,0.01137877416856935,0.011379218313583324,-52.59657867461805,0,-0.6208108093528818,-0.5762050932191979,14,0.5496311009786055,0.5375084439910734,0.5620271654150442,0.45036889902139454,0.43797283458495584,0.46249155600892655
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-0.7094917555438737,0.011451869323061822,0.011455132127438407,-61.936584200930554,0,-0.7319434019518006,-0.6870401091359467,14,0.4918941364083733,0.48097335666865554,0.5030628788023003,0.5081058635916267,0.4969371211976997,0.5190266433313444
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,-0.7461913611747607,0.037137574762107856,0.03713569302144901,-20.093643081974317,8.387611220373243e-90,-0.8189759820377361,-0.6734067403117853,49,0.4741690566979193,0.440882895431338,0.5099682855916329,0.5258309433020807,0.4900317144083671,0.559117104568662
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,-0.9311886357713485,0.037276012098528134,0.037236983212881186,-25.0070912148766,5.118665614329077e-138,-1.0041717817615181,-0.8582054897811788,49,0.394085008330925,0.3663479252246507,0.4239221327538591,0.6059149916690749,0.5760778672461409,0.6336520747753493
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-1.1596348379050145,0.4789630847804013,0.47897558400818085,-2.421072966185283,0.015474770783632671,-2.098409732035088,-0.22085994377494123,14,0.3136006750563593,0.12265132171327041,0.801828973565506,0.6863993249436406,0.19817102643449402,0.8773486782867296
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-1.2935154403294238,0.48100027465059175,0.4756773183417577,-2.7193128418203822,0.006541770404746405,-2.225825852541863,-0.36120502811698485,14,0.2743047840282397,0.10797820772505584,0.6968361128235269,0.7256952159717602,0.30316388717647313,0.8920217922749442
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-18.215492710378054,2703.2195361254962,0.3014229783224149,-60.43166586621006,0,-18.806270892002786,-17.624714528753323,49,1.2277559025906312e-8,6.8004918805679625e-9,2.2165816573554115e-8,0.9999999877224409,0.9999999778341834,0.9999999931995082
moderna,covidemergency,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,NaN,0,0,NaN,NaN,NaN,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-1.07739001708025,0.19736243282786808,0.19736149741286382,-5.458967585893614,4.789111738961631e-8,-1.464211443944358,-0.6905685902161418,14,0.3404830218376454,0.2312602812902572,0.501290958883645,0.6595169781623547,0.49870904111635495,0.7687397187097428
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-1.1176889205178553,0.19820630878539322,0.19935763211776347,-5.606451624874938,2.0651666097510914e-8,-1.5084226995118573,-0.7269551415238534,14,0.32703472517807675,0.22125869431839384,0.4833785709609016,0.6729652748219233,0.5166214290390985,0.7787413056816062
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,-16.572651430199457,1.0690506951294745,0.2189101700768909,-75.70526040146244,0,-17.001707479399702,-16.143595380999212,49,6.347298655137487e-8,4.1328748919459225e-8,9.748226421279562e-8,0.9999999365270135,0.9999999025177357,0.9999999586712511
moderna,covidemergency,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 A&E attendance,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,-16.633683245822052,1.0729336475808204,0.2267468784087223,-73.35793710835141,0,-17.07809896111003,-16.189267530534075,49,5.971496094663978e-8,3.828916185436686e-8,9.313018066108509e-8,0.999999940285039,0.9999999068698193,0.9999999617108382
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-16.46101462236025,1.4142135498644177,0.5345306213937265,-30.79526965067046,3.0318675015288704e-208,-17.508675388925766,-15.41335385579473,14,7.096957148793039e-8,2.48930948069353e-8,2.0233241853790054e-7,0.9999999290304286,0.9999997976675815,0.9999999751069052
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-15.724225706188477,1.4185477978804917,0.5962354615463549,-26.37251005736428,2.8329814334368244e-153,-16.892825737124948,-14.555625675252006,14,1.48270770224321e-7,4.608281481059904e-8,4.770589946223734e-7,0.9999998517292298,0.9999995229410054,0.9999999539171852
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-19.21525982038678,7402.650519251532,0.5012494165063127,-38.33472755802158,0,-20.19769062401087,-18.23282901676269,49,4.5177135611658555e-9,1.6914315018902993e-9,1.206654588018048e-8,0.9999999954822865,0.9999999879334541,0.9999999983085684
moderna,covidadmittedproxy1,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,-19.907062171209294,7927.438882194521,0.4628364596288701,-43.01100692709465,0,-20.814204962813907,-18.99991937960468,49,2.2618966019169753e-9,9.130732917520787e-10,5.603248155409549e-9,0.9999999977381034,0.9999999943967518,0.9999999990869267
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-12.538787251154243,0.4110390060228726,0.23623787247848438,-53.07695637284503,0,-13.001804972996439,-12.075769529312048,14,3.5848739276558544e-6,2.256253253218783e-6,5.6958681650000716e-6,0.9999964151260723,0.999994304131835,0.9999977437467468
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-12.120642008138557,0.41289707633190675,0.24033423417380717,-50.43244067914618,0,-12.591688451371233,-11.64959556490588,14,5.445930049706055e-6,3.400158698604743e-6,8.722579366210654e-6,0.9999945540699503,0.9999912774206338,0.9999965998413014
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,-11.160483601639266,4005.4485668502225,0.4489391759266766,-24.85967854910943,2.032189406095162e-136,-12.040388217704644,-10.28057898557389,49,1.4225369517846267e-5,5.901003022402091e-6,3.4292668068638824e-5,0.9999857746304821,0.9999657073319314,0.9999940989969776
moderna,covidadmittedproxy1,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,NaN,0,0,NaN,NaN,NaN,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-1.3672785942836492,0.2750961448497356,0.2750900382268471,-4.9702948281833175,6.685116941137978e-7,-1.9064451617140161,-0.8281120268532823,14,0.2547994295035609,0.14860772516948575,0.43687331329038437,0.7452005704964391,0.5631266867096156,0.8513922748305143
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-1.464329980436223,0.27616943206187045,0.27659779482805397,-5.294076843043953,1.1961912944652488e-7,-2.006451696502408,-0.9222082643700382,14,0.23123287013244867,0.1344649516396788,0.39763997664586964,0.7687671298675514,0.6023600233541304,0.8655350483603212
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-11.87724649675709,0.747545069366535,0.41578596451246586,-28.56577063798649,1.789405244098466e-179,-12.692172012478773,-11.062320981035409,49,6.946681483853889e-6,3.0751034577384545e-6,1.5692604916001074e-5,0.9999930533185162,0.999984307395084,0.9999969248965422
moderna,covidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,-12.629256094661095,0.7498747480086182,0.4202247596331766,-30.05357443879663,1.960702989479588e-198,-13.452881488954121,-11.805630700368068,49,3.2747923526403736e-6,1.4371026944386885e-6,7.4624207402941485e-6,0.9999967252076474,0.9999925375792597,0.9999985628973056
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-1.640687812895848,0.13938091197781147,0.1393806698019609,-11.771272266283553,5.489038414139633e-32,-1.9138689058487608,-1.3675067199429352,14,0.19384666619042623,0.1475085843594326,0.25474130984526444,0.8061533338095738,0.7452586901547356,0.8524914156405674
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-1.627933997214094,0.13989697459109196,0.1406014371472805,-11.578359583258225,5.305150905319218e-31,-1.9035077501973359,-1.3523602442308522,14,0.19633478361072623,0.14904488896351306,0.2586291118302438,0.8036652163892738,0.7413708881697563,0.8509551110364869
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,-2.5911186399427195,0.518708729234902,0.5185251466580866,-4.9970934999827366,5.82008534472657e-7,-3.6074092524709185,-1.5748280274145205,49,0.0749361665928488,0.02712202223585782,0.20704315536645615,0.9250638334071513,0.7929568446335439,0.9728779777641422
moderna,covidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,-2.5414051796260804,0.519401521687719,0.5221547268376523,-4.867149618691953,1.1321931509734165e-6,-3.5648096385852286,-1.5180007206669321,49,0.07875565615807711,0.028302372651115477,0.21914959050773483,0.9212443438419229,0.7808504094922651,0.9716976273488845
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-0.6291035675375395,0.04792453041342536,0.04790196099317789,-13.13314850778521,2.1262862115504698e-39,-0.7229896858730107,-0.5352174492020684,14,0.5330694476435494,0.4852991928001893,0.5855419506704111,0.46693055235645065,0.41445804932958885,0.5147008071998107
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-0.6467892509245425,0.048210478766449856,0.04829396054365629,-13.392756436694905,6.666009688534649e-41,-0.7414436742609073,-0.5521348275881778,14,0.5237246284996712,0.4764256154018049,0.5757194357943825,0.47627537150032884,0.42428056420561755,0.523574384598195
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-0.4994206119752111,0.1461448604846307,0.14612994147587965,-3.4176473823993554,6.316488455259381e-4,-0.78583003433088106,-0.21301118961954119,49,0.6068821781364875,0.45574126385413083,0.8081470943073765,0.3931178218635125,0.19185290569262348,0.5442587361458692
moderna,noncovidadmitted,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,-0.5301457489815714,0.14687989136190227,0.14660141645446434,-3.616238927311042,2.989144949514151e-4,-0.8174792453148791,-0.24281225264826373,49,0.5885191873549717,0.44154327513540365,0.7844187724945944,0.41148081264502834,0.21558122750540565,0.5584567248645964
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-0.6563057238767821,0.0275382861158317,0.027519632247215074,-23.848637146784505,1.046154188623939e-125,-0.7102432119491107,-0.6023682358044535,14,0.5187642572929015,0.4915246382571345,0.5475134585295622,0.48123574270709846,0.45248654147043776,0.5084753617428655
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-0.6742194621296829,0.027724117227012925,0.027771089400674093,-24.27774627067087,3.3687411463992004e-130,-0.7286497971664461,-0.6197891270929197,14,0.5095539916151776,0.482560104443442,0.5380578874634092,0.49044600838482244,0.4619421125365908,0.517439895556558
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,-0.6389477971324802,0.09225235612911212,0.09223432229028591,-6.92744068874428,4.285221052773807e-12,-0.8197237469599005,-0.4581718473050599,49,0.5278475346369125,0.4405533418969946,0.6324387839677564,0.4721524653630875,0.36756121603224357,0.5594466581030054
moderna,noncovidadmitted,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 hospitalisation,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,-0.6548166080825792,0.09265738709029168,0.09272688920096005,-7.0617769422140775,1.6438672144949108e-12,-0.836557971314897,-0.47307524485026153,49,0.5195373327985213,0.4331990437295587,0.6230831856127295,0.4804626672014787,0.37691681438727054,0.5668009562704412
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-19.2049463216423,6036.435736726944,0.40825302145790693,-47.04177388096179,0,-20.005107540279454,-18.404785103005146,14,4.5645480931085e-9,2.0506530362007558e-9,1.0160226487120233e-8,0.9999999954354519,0.9999999898397736,0.999999997949347
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-20.046145205313465,7344.255451304549,0.446292488002775,-44.917057186023754,0,-20.92086240836968,-19.17142800225725,14,1.9682023857554658e-9,8.207008805485453e-10,4.720137047622392e-9,0.9999999980317976,0.9999999952798629,0.9999999991792992
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-19.22003928643527,8538.75831322775,0.5777103187823591,-33.269337004305854,1.0723700538718178e-242,-20.352330704745846,-18.087747868124694,49,4.4961728202086046e-9,1.449089071118589e-9,1.3950536535050728e-8,0.9999999955038272,0.9999999860494635,0.9999999985509109
moderna,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,NaN,0,0,NaN,NaN,NaN,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-14.328727802631285,0.5802013874838433,0.2776673530922922,-51.60393414298384,0,-14.872945814374743,-13.784509790887826,14,5.985667420473944e-7,3.473455211009522e-7,1.0314862951150626e-6,0.9999994014332579,0.9999989685137048,0.9999996526544789
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-15.080860200338455,0.5839194285632292,0.288445705051998,-52.28318514092568,0,-15.646203393735634,-14.515517006941275,14,2.8214063057277053e-7,1.6030246600928973e-7,4.965821013345326e-7,0.9999997178593695,0.9999995034178987,0.999999839697534
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,NA,0,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
moderna,coviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,NA,0,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,0,Unadjusted,0,28,-2.062251261855675,0.24392118442207528,0.24393214695033033,-8.454200430891106,2.810062610196178e-17,-2.5403494845498544,-1.584153039161496,14,0.1271673603716347,0.0788388420182338,0.20512144940116026,0.8728326396283653,0.7948785505988397,0.9211611579817662
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,1,3,Full adjustment,0,28,-2.11723775298757,0.24467308980620636,0.2445882791131179,-8.65633365860669,4.871811648810127e-18,-2.5966219710899114,-1.6378535348852286,14,0.12036364386180778,0.07452490075721702,0.1943968608678641,0.8796363561381922,0.8056031391321359,0.9254750992427829
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,0,Unadjusted,28,70,-1.6615915630161417,0.41308544978660194,0.41315089051831755,-4.021754765992627,5.776618306276334e-5,-2.471352428612695,-0.8518306974195886,49,0.1898366026230985,0.08447054133871382,0.4266331803293843,0.8101633973769015,0.5733668196706156,0.9155294586612862
moderna,noncoviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Non-COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,BNT162b2-BNT162b2,2,3,Full adjustment,28,70,-1.8156777063899223,0.41639549319393837,0.41921999575923935,-4.331085646574638,1.4837594984076538e-5,-2.6373337996770654,-0.9940216131027791,49,0.16272758948529506,0.0715517868621137,0.3700853541327265,0.8372724105147049,0.6299146458672735,0.9284482131378863
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,0,Unadjusted,0,28,-1.809131255434879,0.13935461065617918,0.1393527017945878,-12.982390955732027,1.5399703039107873e-38,-2.082257532100621,-1.536004978769137,14,0.16379637221878768,0.12464849634514383,0.21523927154120767,0.8362036277812124,0.7847607284587923,0.8753515036548561
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,1,3,Full adjustment,0,28,-1.8824666855137522,0.13986197912770873,0.14028244064838058,-13.419118435729064,4.67238187634466e-41,-2.157415216847956,-1.6075181541795485,14,0.1522141777921162,0.11562359704963307,0.2003843204340397,0.8477858222078838,0.7996156795659604,0.8843764029503669
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,0,Unadjusted,28,70,-12.762750481695221,0.4026014717956488,0.19853607476356544,-64.28428937609574,0,-13.151874037863761,-12.37362692552668,49,2.8655493479437204e-6,1.9418410542542643e-6,4.228653548914764e-6,0.9999971344506521,0.9999957713464511,0.9999980581589457
moderna,noncoviddeath,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Non-COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,ChAdOx1-ChAdOx1,2,3,Full adjustment,28,70,-12.534648558323182,0.4040880107478897,0.20891611429134707,-59.99847642601088,0,-12.944116618124276,-12.125180498522088,49,3.5997413643355565e-6,2.3902403837007826e-6,5.421269751139203e-6,0.9999964002586357,0.9999945787302489,0.9999976097596163
